customer_id,order_id,purchase_date,product_id,product_category,quantity,unit_price,discount,total_order_value
4e967267,abeb246b,2024-05-03,book_59,Educational,5,16.17,0.2,64.68
62e2cc1f,ad761783,2024-04-30,book_65,Sci-Fi,1,23.22,0.11,20.67
47527995,ef326d63,2024-06-13,book_28,Non-Fiction,4,25.97,0.19,84.14
2dbb8da0,38fb0f34,2024-01-14,book_17,Non-Fiction,2,6.97,0.18,11.43
4eecc276,7da8a561,2024-06-16,book_28,Children,2,28.09,0.04,53.93
0f1d40ba,da95cdc9,2024-02-09,book_1,Romance,4,37.7,0.0,150.8
5234652a,e11385e7,2024-06-07,book_63,Romance,2,30.12,0.07,56.02
7b067bd5,e49cda9d,2024-06-03,book_73,Children,5,17.23,0.27,62.89
da38fd43,ea8e987d,2024-06-09,book_81,Children,1,8.74,0.05,8.3
91dd90dc,41d664f1,2024-06-24,book_38,Children,4,42.6,0.26,126.1
59dd56c5,765fc3cc,2024-07-19,book_45,Non-Fiction,1,37.77,0.18,30.97
202d5129,8d8b765d,2024-08-31,book_10,Educational,4,35.35,0.05,134.33
946f3923,dec3d0a1,2024-03-31,book_56,Fiction,3,24.92,0.18,61.3
16ab51c4,ae1318f9,2024-07-30,book_76,Fiction,3,20.32,0.21,48.16
96465362,9ba5a405,2024-06-29,book_42,Educational,5,41.67,0.25,156.26
63ec8eac,84e866c0,2024-07-22,book_19,Romance,2,7.48,0.17,12.42
53b97b03,ac481f41,2024-10-27,book_86,Fantasy,1,33.39,0.28,24.04
cd8482da,7ce81a94,2024-05-09,book_61,Fiction,5,35.7,0.05,169.57
81ea390a,19c053b7,2024-05-18,book_12,Educational,3,28.34,0.07,79.07
43ec79fe,cf1310f0,2024-04-03,book_89,Fiction,5,10.73,0.28,38.63
c6d9d413,e25c0d42,2024-03-23,book_1,Sci-Fi,2,28.97,0.05,55.04
5bae050f,845b879d,2024-01-31,book_30,Educational,1,6.63,0.29,4.71
564adc2d,22d3c105,2024-03-17,book_12,Romance,2,15.29,0.23,23.55
7482b326,4adeef68,2024-09-12,book_96,Fantasy,4,9.23,0.01,36.55
98922ef5,2e73cdbd,2024-04-02,book_75,Educational,3,24.4,0.14,62.95
091c26ac,ed626a54,2024-01-15,book_49,Children,1,20.78,0.11,18.49
c814eb47,24acab0c,2024-08-11,book_93,Romance,3,10.02,0.01,29.76
2968b8fe,d70804e9,2024-05-13,book_3,Fantasy,4,18.77,0.26,55.56
50b67979,842e7382,2024-10-16,book_58,Romance,1,8.26,0.04,7.93
baa591e3,ff4dc764,2024-03-01,book_23,Educational,3,5.13,0.28,11.08
f9d22434,c4b5da49,2024-09-23,book_63,Non-Fiction,4,31.73,0.15,107.88
6239cdd6,bbd8e172,2024-02-12,book_84,Educational,3,24.62,0.03,71.64
3f5d5272,321b4921,2024-08-07,book_54,Sci-Fi,2,36.26,0.09,65.99
2bd3c6cb,7d13ef59,2024-08-09,book_22,Children,3,12.38,0.27,27.11
d53cff57,5b0cf027,2024-09-20,book_87,Non-Fiction,2,48.68,0.14,83.73
66378095,dfbc4c5f,2024-10-08,book_50,Sci-Fi,4,19.77,0.26,58.52
5d697c58,ed8a87c0,2024-06-02,book_74,Fantasy,5,28.96,0.04,139.01
7ab3d76d,77c90007,2024-03-08,book_2,Fiction,1,19.93,0.08,18.34
d1a0d2a5,a727ecad,2024-08-12,book_16,Children,4,11.44,0.06,43.01
fcb40dc3,168d709e,2024-01-24,book_28,Non-Fiction,1,33.91,0.26,25.09
cbe4a776,cb13cf54,2024-06-12,book_81,Sci-Fi,4,13.56,0.2,43.39
bb8129ec,5fe18e20,2024-01-31,book_56,Non-Fiction,4,44.57,0.18,146.19
4554adc3,9f11dedd,2024-01-30,book_43,Non-Fiction,4,41.39,0.16,139.07
83906ddc,1aa063de,2024-05-16,book_84,Educational,3,42.65,0.22,99.8
5972e1c9,181268ed,2024-08-30,book_86,Educational,5,7.57,0.2,30.28
f08ce4f5,0141381f,2024-02-25,book_68,Fiction,2,49.02,0.25,73.53
43c7f389,5f9c1dc5,2024-06-19,book_22,Fiction,2,40.25,0.03,78.08
74675198,f1baec67,2024-05-08,book_96,Fiction,2,46.0,0.17,76.36
036407a5,a30e05b5,2024-08-24,book_73,Educational,1,15.96,0.21,12.61
eba60736,2dfeaae5,2024-10-21,book_24,Fantasy,2,24.22,0.06,45.53
b68de37a,56b0e740,2024-04-28,book_78,Children,5,22.56,0.03,109.42
b066237f,984f9805,2024-05-21,book_56,Romance,4,28.93,0.28,83.32
51c65442,aefb5dff,2024-05-13,book_94,Fiction,3,5.2,0.14,13.42
a100958f,781a967a,2024-01-11,book_84,Fiction,2,8.72,0.08,16.04
0ed9ba0e,b84fa311,2024-02-07,book_80,Fantasy,2,26.02,0.01,51.52
9d7e6c17,8644860a,2024-02-14,book_72,Sci-Fi,3,8.1,0.13,21.14
646b249b,4ecdefdc,2024-03-16,book_24,Fiction,3,24.78,0.27,54.27
e068e46b,1581d3bb,2024-10-20,book_39,Fiction,5,43.37,0.07,201.67
42efe55e,53d6e72f,2024-06-29,book_69,Children,2,11.39,0.0,22.78
6621c926,2708e357,2024-10-11,book_17,Sci-Fi,2,23.25,0.02,45.57
76ddd152,82fe7996,2024-01-31,book_59,Fiction,4,38.17,0.2,122.14
26e1240e,eddf2ef2,2024-01-11,book_6,Fantasy,2,6.72,0.22,10.48
4c70aaf5,be57146d,2024-09-20,book_32,Romance,3,7.3,0.27,15.99
ac7c29b9,76072ce4,2024-04-25,book_13,Non-Fiction,3,10.75,0.01,31.93
eddf19f5,0e642b8f,2024-07-29,book_39,Non-Fiction,3,12.77,0.08,35.25
ca2d91be,1df01aaf,2024-02-13,book_18,Non-Fiction,3,19.73,0.27,43.21
0de62b48,fe8bac28,2024-07-06,book_53,Romance,1,24.28,0.07,22.58
eb7a3b92,f0d391f7,2024-10-21,book_2,Fantasy,2,34.87,0.0,69.74
a45519b2,88b079ce,2024-01-03,book_8,Fiction,2,32.29,0.14,55.54
a802118a,3a3bd320,2024-04-28,book_14,Children,5,48.85,0.04,234.48
96dee759,6820da27,2024-07-03,book_33,Fiction,4,22.92,0.09,83.43
8e950fef,4bb37ecd,2024-02-05,book_63,Sci-Fi,5,21.8,0.06,102.46
e7686a1d,3f043561,2024-09-23,book_7,Fantasy,3,12.29,0.11,32.81
65fbca39,7016b1cf,2024-09-04,book_89,Sci-Fi,4,17.77,0.04,68.24
06f5b7e4,a496ae06,2024-08-27,book_43,Children,4,7.86,0.28,22.64
847bc9c5,1c3e2a3e,2024-08-30,book_12,Romance,3,40.25,0.01,119.54
4b991386,a7c96cb6,2024-09-18,book_21,Children,4,35.35,0.28,101.81
88394225,953418e7,2024-04-08,book_47,Educational,2,27.09,0.1,48.76
eb467671,b7dda9e2,2024-10-14,book_47,Fiction,2,9.37,0.2,14.99
5f253fa2,48fdd456,2024-08-11,book_85,Children,1,17.28,0.23,13.31
99fd7a64,269060bb,2024-01-03,book_80,Romance,1,41.48,0.26,30.7
1f180c07,5a02a784,2024-05-25,book_42,Non-Fiction,5,35.12,0.22,136.97
84f1138e,3f811d9c,2024-09-12,book_61,Fiction,1,29.33,0.05,27.86
cb6004e6,8bcacc89,2024-05-18,book_60,Children,1,18.1,0.13,15.75
edc0010a,28db1401,2024-09-25,book_74,Educational,4,31.55,0.09,114.84
101d7e45,0332c5da,2024-04-24,book_27,Romance,5,18.63,0.04,89.42
6ac0cd4c,d1ab8a26,2024-01-14,book_3,Sci-Fi,5,5.92,0.14,25.46
772d2ca1,fdb460dc,2024-09-10,book_39,Non-Fiction,4,44.24,0.24,134.49
42f93a4a,a1112481,2024-09-16,book_68,Romance,5,35.81,0.21,141.45
7db67177,723ff5c1,2024-04-22,book_69,Non-Fiction,3,12.35,0.21,29.27
74962245,6084dc8a,2024-07-15,book_53,Non-Fiction,1,46.88,0.05,44.54
70ca03d7,2b7c6db3,2024-08-28,book_19,Fantasy,5,43.94,0.13,191.14
e22582a7,49ad8b38,2024-09-25,book_71,Fantasy,1,15.81,0.08,14.55
e3e595c1,0a34ec2a,2024-08-14,book_39,Fantasy,2,45.37,0.08,83.48
00810536,e58996cf,2024-09-04,book_33,Fiction,5,31.21,0.17,129.52
216a4493,4983964b,2024-07-31,book_11,Educational,2,24.02,0.13,41.79
446e5309,27c5668b,2024-05-23,book_37,Romance,5,36.21,0.21,143.03
37452cc1,e3a0224f,2024-03-30,book_76,Fiction,1,11.85,0.01,11.73
1f2a2061,ba0a0030,2024-03-30,book_73,Romance,1,25.54,0.18,20.94
a61d763a,a046685f,2024-01-11,book_12,Educational,5,46.61,0.18,191.1
52ed717e,a66813d0,2024-08-18,book_89,Romance,1,49.88,0.02,48.88
52db8ae4,b55f097f,2024-08-18,book_64,Educational,4,47.04,0.25,141.12
ebd07d2b,c649d00a,2024-09-22,book_74,Children,2,18.96,0.17,31.47
4ef804ec,7ca68ad9,2024-05-17,book_7,Romance,1,16.96,0.18,13.91
a88ee0e8,2a82a4d0,2024-09-06,book_56,Romance,3,27.94,0.29,59.51
cbc256c3,6c37fd8d,2024-09-03,book_12,Romance,4,27.0,0.01,106.92
2d83d064,d827cabf,2024-07-13,book_83,Fiction,4,27.09,0.1,97.52
224a1cd4,c1095a83,2024-02-29,book_26,Educational,3,41.2,0.14,106.3
8a3af597,9543bb38,2024-05-14,book_11,Romance,3,9.82,0.1,26.51
76630625,dfbd4d48,2024-07-10,book_22,Educational,3,21.53,0.04,62.01
7b16c934,f9615e51,2024-09-04,book_62,Fantasy,4,37.72,0.15,128.25
4000c45b,1e154bff,2024-01-08,book_92,Non-Fiction,3,43.9,0.27,96.14
238bba9a,ed2c13fc,2024-07-07,book_55,Children,5,21.38,0.3,74.83
0639c0ea,4aa4bf86,2024-04-25,book_78,Non-Fiction,4,43.62,0.05,165.76
a78ab1f3,fef8e144,2024-07-30,book_11,Sci-Fi,2,16.8,0.05,31.92
35ec9de2,1121653c,2024-07-17,book_91,Romance,4,13.77,0.2,44.06
7a7e01df,e114a342,2024-09-01,book_60,Fantasy,2,5.09,0.1,9.16
4f2d0c9c,1e6a7c1b,2024-10-14,book_8,Non-Fiction,2,31.24,0.3,43.74
7a4cf888,80ff5242,2024-01-01,book_42,Educational,1,42.34,0.09,38.53
af037d9e,8e8a5ac7,2024-05-05,book_81,Fantasy,1,17.55,0.24,13.34
18aa2a6e,9126b91f,2024-08-06,book_60,Non-Fiction,3,26.29,0.24,59.94
50596241,305d15c7,2024-10-01,book_88,Fantasy,5,32.18,0.23,123.89
e032a49a,725d2b19,2024-10-01,book_42,Non-Fiction,5,32.91,0.26,121.77
6611c1c5,a0008981,2024-02-27,book_20,Romance,3,16.55,0.07,46.17
bb3867ac,5c59bc9b,2024-03-17,book_31,Fiction,5,44.55,0.18,182.66
42635bcc,28a4551e,2024-08-10,book_51,Sci-Fi,5,5.14,0.19,20.82
69f1d695,a70ce6e9,2024-07-15,book_18,Fantasy,2,13.08,0.22,20.4
ee627aa7,25e0c679,2024-03-17,book_40,Educational,1,7.22,0.08,6.64
78707f11,46b66fce,2024-01-25,book_70,Non-Fiction,4,12.68,0.15,43.11
80f75d5c,14ec7ffd,2024-03-06,book_98,Sci-Fi,3,14.03,0.14,36.2
db36d9eb,9a618cd5,2024-03-13,book_64,Fantasy,1,19.33,0.24,14.69
0e82e25e,003aa7ff,2024-08-25,book_42,Sci-Fi,1,35.32,0.02,34.61
2dd2ef7e,ace70dfe,2024-05-10,book_15,Non-Fiction,2,42.4,0.3,59.36
51b70d3e,767ec46d,2024-04-02,book_86,Sci-Fi,3,25.43,0.29,54.17
25e31a02,32dbf4bf,2024-06-24,book_34,Non-Fiction,5,47.9,0.21,189.21
27ae63be,04ce29c2,2024-08-28,book_81,Children,1,39.81,0.21,31.45
4efa3061,1d642c86,2024-01-11,book_28,Fantasy,4,23.3,0.17,77.36
f1cc4ab4,50fff9e0,2024-10-30,book_72,Educational,2,25.66,0.29,36.44
c6011f8a,dddd30b4,2024-05-12,book_41,Children,2,39.99,0.11,71.18
e5b82590,170d6c2d,2024-02-10,book_61,Romance,3,38.99,0.05,111.12
265b8a34,6d388b9d,2024-01-25,book_75,Educational,2,12.6,0.02,24.7
51291f46,9d50b279,2024-09-30,book_44,Children,2,30.11,0.09,54.8
159c8fa4,8ab10197,2024-02-21,book_67,Educational,2,48.84,0.08,89.87
0c893fe3,b829def4,2024-02-01,book_76,Fiction,3,41.66,0.23,96.23
0054a1e9,2c06a05e,2024-10-30,book_51,Fantasy,3,24.68,0.2,59.23
43620662,a7bb7d5d,2024-08-06,book_41,Children,2,19.95,0.07,37.11
71bca9f6,41db5c16,2024-11-01,book_71,Sci-Fi,3,9.91,0.0,29.73
53203432,aa211e5b,2024-08-15,book_36,Educational,4,35.19,0.26,104.16
6fb7f9c2,aef9aea8,2024-06-18,book_50,Children,3,40.03,0.04,115.29
262716f6,65c8f2e0,2024-07-06,book_55,Children,5,45.75,0.09,208.16
d9be57a0,466f1b19,2024-04-16,book_45,Fiction,4,46.95,0.17,155.87
6571e725,2976d54e,2024-07-26,book_62,Fantasy,2,18.9,0.27,27.59
adf0f0fe,1b1472fd,2024-04-16,book_100,Children,5,42.16,0.15,179.18
a505c66f,9e91cf04,2024-09-24,book_3,Fantasy,4,29.07,0.24,88.37
4a24ff8e,b4266b57,2024-04-02,book_41,Romance,2,48.91,0.0,97.82
f5fdf86d,ca7800ab,2024-05-08,book_7,Educational,1,42.23,0.23,32.52
f28daa49,dd5802ed,2024-04-07,book_53,Non-Fiction,4,24.97,0.09,90.89
b6c18cd5,064124ea,2024-03-11,book_75,Non-Fiction,5,13.39,0.05,63.6
d3b9b063,02d259eb,2024-02-19,book_99,Children,5,32.95,0.15,140.04
1cc23e71,0733c8ff,2024-03-23,book_97,Romance,3,43.49,0.08,120.03
cb7b7fcb,50cef0a2,2024-05-16,book_68,Educational,3,32.2,0.2,77.28
f90cf3b7,944d1f69,2024-02-25,book_8,Non-Fiction,4,38.33,0.08,141.05
252f1482,4be23e53,2024-03-04,book_96,Romance,5,24.08,0.15,102.34
fca3f2dd,d9b71171,2024-02-11,book_51,Fantasy,2,42.86,0.12,75.43
76909f30,62dd6b49,2024-08-24,book_69,Romance,5,23.44,0.18,96.1
e9889685,a499fa26,2024-05-20,book_63,Educational,2,45.6,0.09,82.99
1fc5a3ce,5fc6aa46,2024-01-31,book_44,Non-Fiction,3,20.78,0.1,56.11
d789238e,ecb05fa6,2024-03-30,book_42,Educational,5,49.68,0.12,218.59
aa256209,872a00cd,2024-08-26,book_79,Fiction,3,39.32,0.19,95.55
76d8de52,8901772c,2024-04-03,book_49,Fiction,3,45.81,0.25,103.07
51ec61fc,b0cfb8fc,2024-08-24,book_80,Fantasy,3,8.52,0.25,19.17
08143539,45fa211c,2024-06-04,book_96,Fiction,4,14.76,0.26,43.69
7b5bda0e,ebe5cf88,2024-05-04,book_32,Fiction,3,33.59,0.25,75.58
54615067,c44e5c47,2024-05-04,book_53,Romance,3,17.03,0.26,37.81
e7ef6cc1,b6614bf9,2024-02-29,book_39,Romance,1,47.96,0.28,34.53
e07101db,557db459,2024-03-10,book_83,Fiction,4,28.96,0.1,104.26
7984727c,bd55dc74,2024-09-07,book_64,Fiction,1,38.8,0.2,31.04
05a16264,0a466d00,2024-04-11,book_81,Romance,1,7.49,0.28,5.39
537072cc,c30f9c8b,2024-08-28,book_54,Educational,1,7.7,0.07,7.16
13ba6e4d,629dfac0,2024-05-22,book_85,Fantasy,2,7.02,0.04,13.48
b11dcf70,952d6f89,2024-08-09,book_1,Educational,2,24.76,0.16,41.6
14278f98,89c1955d,2024-06-26,book_81,Fiction,1,5.38,0.19,4.36
1a05ce74,e2566478,2024-10-27,book_87,Non-Fiction,1,42.43,0.22,33.1
c5b1341d,49bd27ed,2024-02-16,book_57,Sci-Fi,4,26.91,0.15,91.49
885468ef,9e8186a5,2024-09-08,book_75,Fiction,4,10.38,0.2,33.22
3aa34d9f,532e9219,2024-02-24,book_94,Fantasy,3,19.43,0.24,44.3
7e088be6,19690e61,2024-04-13,book_74,Sci-Fi,4,16.47,0.26,48.75
5ad9a801,67684863,2024-07-04,book_2,Romance,1,14.61,0.2,11.69
abcb4b08,b69a1513,2024-08-25,book_95,Fantasy,5,37.28,0.05,177.08
6ca2451e,ed14bfbc,2024-07-25,book_1,Fiction,5,23.41,0.25,87.79
981c1daf,4cf26919,2024-06-29,book_38,Educational,4,48.17,0.01,190.75
82018946,26a2afb4,2024-01-30,book_64,Fiction,2,20.14,0.28,29.0
77005a64,e44eba48,2024-05-24,book_66,Children,2,36.27,0.07,67.46
8d934e94,633ba61a,2024-04-09,book_89,Fiction,5,41.25,0.24,156.75
c95af765,8fa7a742,2024-09-04,book_51,Fiction,3,6.39,0.12,16.87
bd4bd8a2,7f6a86a9,2024-10-25,book_14,Educational,1,6.54,0.22,5.1
a095709f,7cc93f03,2024-07-28,book_35,Sci-Fi,4,37.47,0.19,121.4
b1ea2e76,b6a93dfc,2024-07-28,book_80,Non-Fiction,1,21.98,0.02,21.54
b869e671,930cfca7,2024-03-21,book_30,Fiction,1,49.45,0.09,45.0
c6309dae,6524e64c,2024-06-20,book_33,Sci-Fi,4,42.54,0.27,124.22
c4fcffd2,495e7c21,2024-08-23,book_25,Sci-Fi,1,6.44,0.25,4.83
efb9c922,759079a5,2024-01-16,book_16,Non-Fiction,2,45.14,0.2,72.22
c5ce3198,cebf6d19,2024-05-09,book_59,Romance,5,8.78,0.15,37.31
96793926,3d922067,2024-01-23,book_87,Non-Fiction,5,34.79,0.1,156.56
6d2e7f69,7031f794,2024-11-02,book_79,Children,2,16.89,0.08,31.08
82295a76,630914b0,2024-04-20,book_63,Sci-Fi,3,43.37,0.1,117.1
9c8d2c53,b1f7c0a5,2024-01-07,book_10,Educational,2,45.56,0.2,72.9
c85fc6a5,604e3b4f,2024-09-12,book_1,Fiction,2,37.79,0.06,71.05
c5276717,21290817,2024-07-06,book_9,Fantasy,3,46.79,0.17,116.51
0b811676,e49d6026,2024-02-23,book_48,Fiction,2,44.05,0.03,85.46
13535734,a4306c51,2024-09-07,book_47,Non-Fiction,4,9.27,0.2,29.66
31bb7542,ee202f70,2024-10-16,book_29,Sci-Fi,2,22.99,0.06,43.22
7070f2c3,a96f3c79,2024-06-07,book_89,Sci-Fi,3,46.81,0.15,119.37
f9c23116,58e02afa,2024-09-17,book_70,Children,5,48.71,0.0,243.55
e2c43127,d8bb0bdf,2024-07-18,book_27,Non-Fiction,5,7.05,0.22,27.5
294000fd,dabb9203,2024-09-06,book_30,Non-Fiction,4,25.6,0.18,83.97
6a8895ef,7ba714fd,2024-06-12,book_67,Romance,2,49.24,0.29,69.92
3ea90f15,0d0584dc,2024-08-15,book_37,Fiction,4,41.45,0.04,159.17
d3767275,24175fb6,2024-02-28,book_98,Romance,3,10.56,0.24,24.08
d5a71f1d,54161513,2024-02-16,book_14,Fiction,4,47.01,0.29,133.51
dd4e960b,81d6c0f5,2024-07-20,book_50,Educational,5,15.17,0.05,72.06
7c62835a,b695f3d4,2024-06-20,book_2,Children,5,16.57,0.01,82.02
0495ee2f,77412ef0,2024-07-24,book_35,Fantasy,3,49.56,0.07,138.27
80c5ae28,232742a0,2024-03-12,book_72,Romance,2,37.98,0.16,63.81
a523253d,b035b546,2024-09-26,book_31,Romance,3,18.58,0.12,49.05
fe33cd38,8efce3b6,2024-05-24,book_25,Fiction,1,39.47,0.19,31.97
8479ac72,7c041df0,2024-08-08,book_54,Fiction,3,31.99,0.28,69.1
a8a8a4fa,d9ae1fb9,2024-09-10,book_95,Children,3,49.62,0.03,144.39
64114304,5fbef732,2024-01-16,book_76,Children,4,24.5,0.14,84.28
613a1d32,5d9e94fe,2024-10-01,book_78,Children,3,43.68,0.02,128.42
1ea67667,5b65c889,2024-07-26,book_87,Romance,5,31.81,0.07,147.92
b36483fd,0361c2a9,2024-05-23,book_40,Educational,4,26.41,0.2,84.51
e56a0212,ba5cd220,2024-02-10,book_64,Romance,3,44.84,0.15,114.34
8681557d,08da922c,2024-09-19,book_80,Romance,2,16.66,0.14,28.66
c10c4445,323209c8,2024-03-29,book_92,Sci-Fi,4,26.13,0.13,90.93
cec64c42,a0e27a8c,2024-09-03,book_51,Non-Fiction,2,16.11,0.21,25.45
2730092e,a42da56a,2024-05-26,book_90,Children,2,27.64,0.01,54.73
64d8da30,fe16e9d5,2024-09-03,book_30,Fiction,1,32.61,0.11,29.02
30c0faee,6feab8c9,2024-08-10,book_43,Non-Fiction,2,15.62,0.23,24.05
187c3435,0bfe49ff,2024-05-08,book_37,Fantasy,2,24.56,0.03,47.65
a4e5e604,a98a37a8,2024-07-19,book_13,Children,3,16.91,0.27,37.03
0d523f9c,59bd545f,2024-01-07,book_27,Romance,5,23.47,0.03,113.83
31c25cfb,cc833fc0,2024-06-29,book_20,Educational,1,15.28,0.11,13.6
18f19674,5ef98bd0,2024-04-18,book_41,Children,2,14.69,0.06,27.62
eeff1512,9bfd0a72,2024-09-20,book_22,Romance,4,38.61,0.08,142.08
63e41a88,2c3cec22,2024-05-20,book_19,Children,4,25.37,0.07,94.38
6f88ad01,92e290ea,2024-10-23,book_33,Fiction,2,32.05,0.06,60.25
0f5e3989,1f87360b,2024-06-01,book_75,Non-Fiction,1,23.47,0.22,18.31
ffd43072,ce82114c,2024-02-15,book_17,Sci-Fi,3,19.68,0.12,51.96
56c969c5,5423fa3f,2024-07-19,book_80,Sci-Fi,3,20.8,0.21,49.3
11b5dc0a,bf38562c,2024-03-25,book_29,Fiction,1,13.05,0.3,9.13
4bb3bbf1,f2731e5d,2024-08-21,book_60,Sci-Fi,1,37.03,0.14,31.85
6a150962,6f2a3e58,2024-04-04,book_95,Fantasy,5,34.89,0.04,167.47
a0d24032,b8ca1c09,2024-02-06,book_35,Sci-Fi,4,10.38,0.03,40.27
8856dd68,373f0a22,2024-01-12,book_26,Educational,4,11.38,0.17,37.78
55436391,498e448e,2024-03-17,book_88,Fiction,5,6.87,0.29,24.39
57644319,98998f4b,2024-07-09,book_14,Romance,2,48.85,0.03,94.77
4504c566,77bb8b00,2024-04-16,book_33,Non-Fiction,1,21.67,0.19,17.55
2333a023,ac346d29,2024-01-26,book_80,Sci-Fi,3,18.01,0.28,38.9
d34c1107,d993c06d,2024-01-19,book_45,Fantasy,2,7.8,0.15,13.26
d87788e4,c661dc3a,2024-08-29,book_45,Fantasy,2,30.67,0.23,47.23
a75a3bbc,e57a812c,2024-04-30,book_29,Children,3,38.07,0.17,94.79
0d1e4778,8aa68558,2024-08-02,book_32,Fiction,2,22.42,0.27,32.73
c20a771c,ed0d69a5,2024-04-07,book_18,Sci-Fi,5,29.27,0.18,120.01
8f04b649,e4413295,2024-05-16,book_80,Children,4,29.89,0.13,104.02
4caae054,9f1d875b,2024-03-11,book_10,Non-Fiction,4,25.52,0.1,91.87
d296b2f7,c9c984ab,2024-09-20,book_90,Fiction,5,30.87,0.07,143.55
16c6fb51,b281285e,2024-03-11,book_46,Educational,4,31.87,0.25,95.61
dae19a68,d942d2d9,2024-06-03,book_56,Children,5,8.88,0.13,38.63
e6f1aa7b,020cc9bc,2024-05-31,book_39,Children,2,15.33,0.07,28.51
c7df488e,4f020cdf,2024-03-11,book_18,Educational,1,32.18,0.05,30.57
079b0329,fa968a38,2024-08-22,book_42,Romance,3,24.78,0.2,59.47
bd9af406,d37d9572,2024-01-30,book_27,Sci-Fi,2,8.19,0.16,13.76
b97aaa13,5074ad31,2024-04-02,book_77,Sci-Fi,5,33.13,0.14,142.46
e2262da7,2a016f34,2024-03-30,book_90,Educational,4,21.31,0.03,82.68
43f1a49d,26e5faaa,2024-01-09,book_94,Fiction,2,20.29,0.13,35.3
76475a08,db768493,2024-09-01,book_97,Fiction,2,16.78,0.1,30.2
b11a97bc,ebc00fd0,2024-01-28,book_34,Children,1,40.72,0.08,37.46
f7802ddf,17f4c727,2024-08-27,book_81,Romance,3,20.41,0.17,50.82
a3d9673e,6ec53c34,2024-09-19,book_81,Romance,5,24.97,0.29,88.64
e60b3efd,04406f89,2024-10-25,book_95,Fantasy,4,6.07,0.19,19.67
74d2c705,299d9f5e,2024-02-28,book_46,Fiction,5,10.71,0.13,46.59
93504a76,689e5eb5,2024-04-11,book_72,Fiction,5,38.55,0.2,154.2
8b20af7d,3851b3ae,2024-02-12,book_28,Non-Fiction,4,23.46,0.01,92.9
021d30f3,dd5b6b1e,2024-07-18,book_78,Romance,1,16.58,0.02,16.25
72f91d9d,ac710100,2024-08-22,book_16,Fantasy,2,13.99,0.11,24.9
b447e8bb,fccb3215,2024-06-11,book_63,Fantasy,1,48.15,0.29,34.19
35e86201,60faff1b,2024-10-17,book_47,Fiction,3,27.93,0.19,67.87
d48e5495,401e2fe7,2024-10-24,book_44,Non-Fiction,4,29.47,0.1,106.09
6b0f1be6,3cfd8a18,2024-01-24,book_46,Romance,5,44.52,0.12,195.89
4ade2867,6b830e3b,2024-04-04,book_64,Fantasy,5,32.42,0.03,157.24
3edd21a0,1cb6ae6f,2024-05-01,book_76,Sci-Fi,1,30.32,0.22,23.65
d22a82c3,4113583d,2024-05-29,book_52,Fantasy,3,40.49,0.13,105.68
1e0954a1,acbd230c,2024-08-12,book_15,Fantasy,2,39.68,0.06,74.6
262fce8a,dd3df3ef,2024-03-17,book_10,Fiction,3,9.63,0.03,28.02
e66a2e54,0bfa1b3c,2024-10-12,book_42,Fiction,5,36.96,0.13,160.78
9530c576,83f23ddb,2024-06-06,book_45,Romance,2,43.79,0.21,69.19
788984ae,9c5fec5b,2024-04-05,book_100,Educational,4,25.13,0.01,99.51
6b9e6ece,8b9e650b,2024-07-13,book_31,Fantasy,3,24.38,0.15,62.17
15b13277,c3626a21,2024-02-14,book_4,Children,5,29.25,0.19,118.46
1430a6e4,3c13dd7c,2024-09-21,book_82,Romance,2,19.11,0.21,30.19
b51d762a,a37d36eb,2024-03-14,book_73,Romance,3,29.49,0.14,76.08
746b0225,2200b019,2024-07-19,book_29,Romance,2,23.73,0.05,45.09
7881ff23,1c5debf7,2024-09-18,book_42,Sci-Fi,2,5.0,0.27,7.3
188c5f6c,6885954f,2024-10-14,book_47,Romance,5,17.54,0.06,82.44
939b518e,9afe5072,2024-06-30,book_13,Non-Fiction,5,20.35,0.23,78.35
d0963bfd,76b8bda7,2024-03-22,book_44,Children,2,49.41,0.18,81.03
33cc32c7,7cd70f0a,2024-05-27,book_12,Educational,1,30.8,0.07,28.64
620625a1,1f0c38c1,2024-05-08,book_43,Educational,4,29.84,0.24,90.71
4892725c,03b9186b,2024-02-06,book_80,Children,3,18.42,0.16,46.42
8d6cb8cd,f101be69,2024-01-14,book_38,Children,1,20.21,0.06,19.0
844fa27f,e05a843f,2024-08-12,book_25,Children,2,19.28,0.25,28.92
a15f4b39,ff72e7b5,2024-05-13,book_21,Fiction,1,17.02,0.13,14.81
1c416e5a,d2002fcb,2024-03-18,book_64,Fiction,4,27.08,0.19,87.74
fa002af4,92c65e7a,2024-03-18,book_81,Children,5,36.16,0.04,173.57
242adddf,891a50aa,2024-09-16,book_99,Fantasy,2,40.12,0.04,77.03
5c6cf58e,5435556d,2024-08-15,book_69,Romance,4,39.85,0.14,137.08
0740fd39,7a9ca233,2024-09-28,book_80,Fiction,5,29.3,0.17,121.59
6ab7576d,e621a7cc,2024-03-08,book_79,Romance,3,30.65,0.27,67.12
6feb11a5,de26b5ca,2024-08-02,book_86,Sci-Fi,3,41.33,0.16,104.15
fd34d93b,d73a4b11,2024-10-14,book_9,Educational,5,9.72,0.29,34.51
21998658,94872665,2024-06-05,book_80,Fantasy,3,24.54,0.11,65.52
13506ee5,c8247d74,2024-11-02,book_34,Educational,4,18.76,0.11,66.79
